Pheonix,1
USA,1
Tempe,1
AZ,1
Tempe,1
AZ,1
USA,1
Phoenix,1
USA,1
Tempe,1
AZ,1
USA,1
Phoenix,1
USA,1
Klopatek,0
Phoenix,1
Sala,0
Austin,1
